adj.P.Val.SCoV.over.Mock	geneSymbol	Log.P.Value.SCoV.over.Mock	logFC.SCoV.over.Mock
0.000140942	UBE2S	60.28235775	-8.229706094
0.127629332	ZNF574	11.48641175	0.863417855
0.014431339	NUBPL	24.34850605	-1.691798688
0.004179469	TMEM165	32.47628242	2.774166224
0.148334593	SMNDC1	10.64399805	-0.521209968
0.029337672	SECISBP2	20.02015863	-1.253680271
0.638746039	SECISBP2L	2.630404109	-0.176217141
0.004111186	AGXT2	32.61307116	-2.407294695
0.071354103	JPT2	14.83762625	-0.90493795
0.063259847	JPT2	15.5156243	2.798738745
0.081308723	WDR7	14.07376189	0.859214782
0.070992242	OSBPL1A	14.87150374	-1.353514109
0.742788836	TACO1	1.764520872	0.161478678
0.045172516	ARPC5	17.45347715	0.795736461
0.05472866	DPY19L1	16.34367469	1.059366674
0.036624249	DPY19L2	18.68726967	-3.779778015
0.409109652	SLC12A4	5.040319913	0.400049271
0.464762244	SLC12A6	4.354960298	0.367832133
0.015767176	WDCP	23.79859838	-1.05008963
0.587545787	APIP	3.081618789	0.365986344
0.215471155	ARMC10	8.569077177	0.574866767
0.004373063	ARMC10	32.11965274	2.266607547
0.943879165	HNMT	0.351488584	0.027568463
0.001088701	ULK1	41.64817796	5.123625018
0.250575894	TMEM87A	7.73218797	-0.695051247
0.000609775	NRP1	46.02933462	-4.844136245
0.00362961	UBE2L6	33.39081768	3.569327565
0.075546268	PIK3C2B	14.49269517	1.878962819
0.75587723	TRIM5	1.666271118	-0.160130714
0.494789194	SETD5	4.017838494	0.419859736
0.181902811	KMT2E	9.504094695	0.888519471
0.043990079	ABHD16A	17.61279726	1.242088882
0.011698135	CRELD1	25.68499027	-1.651253983
0.021735122	RPL13	21.80508709	1.178684845
0.391040342	SH3GLB2	5.286327476	-1.085921471
0.001366243	PLEKHA2	40.15114227	3.810482289
0.253214841	ALYREF	7.67847042	-0.603182141
0.041122169	MRPS34	17.99451841	-1.14882311
0.084157761	DYRK1A	13.88903146	1.212500113
0.118360203	RBM8A	11.9123753	0.887092138
0.382191316	MRPL50	5.411137243	-0.377338778
0.00030079	HMGCR	51.98740686	-11.46827849
0.003808211	PLEKHG6	33.07826459	2.439578644
0.305735673	RPS27A	6.619681902	0.581283627
0.965313166	UBA52	0.209034712	0.041139722
0.385819237	PLEKHA8	5.354943513	0.374024279
0.895348198	CLNS1A	0.672023425	0.044671986
0.270811091	RNASEH2B	7.305039431	-0.823028518
0.070679376	WDR74	14.89744113	-1.270300469
0.000140942	WDR74	61.11688726	25.83030717
0.778149906	DDT	1.500817164	0.234545529
0.472535171	KRT10	4.267261164	-4.134084613
0.506472917	NECAP2	3.884615197	0.367865314
0.00825502	CD276	27.95538401	-1.461365283
0.017149548	ELOB	23.24721561	-1.434050072
0.691525961	KLHL25	2.172001288	0.188703428
0.310957495	ACAD8	6.526611443	-0.531209372
0.000158155	CDC20	58.11450338	-11.08322797
0.270372732	CTSZ	7.314802614	0.407183526
0.004228124	B4GALT1	32.3596504	2.466023938
0.007417039	ISY1	28.65225867	-2.388909865
0.030501149	PRRC1	19.78674524	1.306285817
0.65743773	CYB5R1	2.464996233	0.162594834
0.040759335	VTA1	18.05110318	-0.879171978
0.016736177	C3orf58	23.39262274	1.619210595
0.543878813	SRA1	3.501536643	0.376191702
0.010557384	CWC15	26.30686049	1.918696855
0.013723765	CRYL1	24.69335716	-3.228202119
0.441568773	RBFA	4.636541735	0.544141683
0.499451963	RBFA	3.963114804	-1.530928626
0.001288532	VSNL1	40.52202772	-3.256785279
0.317132928	VPS28	6.412089921	0.588620688
0.905746416	ACTR5	0.602900508	0.068688169
0.057183648	UFSP2	16.1031796	1.059388427
0.000878822	TYRO3	43.30040097	-3.931073374
0.235782887	PPIL3	8.077608093	-0.537676463
0.019458017	PPIL3	22.47865774	3.372203832
0.516670392	PPIL3	3.77754773	0.891513381
0.00472212	FOLH1	31.57505591	-2.56034733
0.186017811	GMFB	9.385010954	1.164210606
0.321018285	GMFG	6.34900647	-1.351982747
0.023818413	MYD88	21.23520346	1.537474787
0.00101729	ARID5B	42.16395975	-5.179014419
0.000288039	FAM45A	52.58991192	4.546374067
0.08566244	SH3RF1	13.78344436	0.781637296
0.513842998	SH3RF3	3.805968533	-0.903507574
0.006957693	DGKA	29.08378921	2.290648133
0.004432347	ATP5O	32.01997161	-2.714236936
0.124262778	MAK16	11.63252742	-0.613945038
0.002193017	NARF	36.80709031	2.797773908
0.772155853	POLR2E	1.544200306	-0.249858971
0.00754603	ATP5C1	28.53716199	-2.368878194
0.095407939	ATP5C1	13.1462255	4.072376631
0.001319524	KTI12	40.36645963	-2.304511649
0.001443718	RAP1GAP	39.7450571	4.451405666
0.869700184	RPL12	0.842986923	-0.079074631
0.544190607	NCOA4	3.496219285	-0.291355158
0.001865876	NCOA4	37.94955579	8.584122521
0.002990734	MTSS1L	34.62203354	2.244122183
0.212733549	MTSS1	8.640237328	1.703042891
0.132898544	MCF2L	11.25060119	-0.76262075
0.368131774	PIGO	5.612112902	0.41808959
0.04668404	SCFD2	17.25324674	-1.335010071
0.002194089	PPP1R13B	36.79683418	4.870792216
0.024567102	MAST2	21.0544055	-1.4165144
0.025883517	MAST4	20.74599282	2.716809963
0.006132094	GINS4	29.88611047	-2.087952522
0.003028237	DPM1	34.55450852	-2.932569962
0.057858757	PHC2	16.0409877	-1.123601876
0.909790536	PHC3	0.573023027	0.049333059
0.088938958	ANKRD54	13.56474916	1.121825323
0.791182522	UQCRFS1	1.407454377	-0.145022111
0.004236099	NAA50	32.31498291	-2.434464825
0.150278848	MCAT	10.57307039	-0.806356631
0.914359375	PRCP	0.544107302	0.072422664
0.103404401	PHKG2	12.6940999	0.666000374
0.931879361	PHKG1	0.432487915	0.142387782
0.088333364	SNX29	13.60437712	1.565023756
0.007640116	NT5DC3	28.46669185	-2.57918986
0.01024414	EIF3K	26.54728196	-1.570003889
0.014163061	EIF3K	24.47611416	8.681589216
0.007059395	RELB	28.96011612	2.353292142
0.007030984	COA7	29.0109665	-1.585690615
0.081780432	ATG5	14.03988502	-0.968460108
0.890168418	BRD9	0.705321489	-0.0811539
0.125193655	BRD9	11.58403111	-2.012663975
0.741516399	SOD2	1.774557944	0.250449426
0.291180198	LYPLA2	6.893927537	-0.569776032
0.008668046	RAB3IL1	27.62716679	-1.469358903
0.198618009	ZNF207	9.024773986	0.716414174
0.003554223	INPP5F	33.52477332	2.726343933
0.057858757	ORC5	16.04049016	-1.084089355
0.000970943	ZNF629	42.53835841	3.572493749
0.180031077	REST	9.564117708	0.74708257
0.000444183	ZNF768	48.38872605	5.588857827
0.041868267	FIZ1	17.88046203	2.093814029
0.033808069	ZNF546	19.16763001	3.73751278
0.106434439	ZNF432	12.52561241	2.203346506
0.077014513	ZNF616	14.3898506	2.427573889
0.341778798	ZNF263	6.010872157	2.94830889
0.013911194	ZNF782	24.6065701	-3.60662693
0.911307806	ZNF841	0.562839766	-0.04862995
0.136358557	ZNF613	11.10536879	3.318054359
0.069536553	ZNF350	14.98177919	1.148120819
0.664800869	ZNF628	2.402283177	0.47391333
0.06319878	ZNF121	15.52422798	4.654049894
0.131186947	ZNF615	11.3192663	-2.051801324
0.034582573	ZNF500	19.02971419	6.617503248
0.05667026	ZNF567	16.1495723	3.943087515
0.163746567	ZNF382	10.07134414	2.4564028
0.340831921	ZNF778	6.029986445	1.89832131
0.152354414	ZFP69B	10.49230694	5.727397877
0.017161377	DNAJB14	23.23861538	-1.327461841
0.005986996	SMYD4	30.02960124	1.500537516
0.217455422	VPS25	8.513095769	-0.854039761
0.010502766	SMAP2	26.36618687	-2.405545093
0.175238156	SMAP1	9.711671706	0.715758288
0.058754762	CSNK1D	15.94325467	-1.202237085
0.131921822	CSNK1E	11.28962641	-0.738886217
0.000412888	PON1	49.02604583	3.197682288
0.166671557	PON3	9.979573952	0.87254093
0.183433127	PPP1R2	9.460806076	-0.661002914
0.001859814	SHCBP1	37.97719645	-6.597664121
0.005486501	CIAO1	30.63222579	-1.570952697
0.750454722	NSL1	1.70742819	-0.163829139
0.459552357	OSTF1	4.415705533	0.287551739
0.135873104	PURB	11.12233629	-0.661291705
0.735746366	HPCAL1	1.817997866	0.228093324
0.050159598	NCALD	16.84919416	-1.851223826
0.147174733	CLYBL	10.68367788	0.656090833
0.030440106	TFE3	19.79994496	1.113804899
0.208348751	TFEB	8.756495718	0.979172276
0.003631899	MITF	33.3749336	12.36697491
0.707221619	NUDT9	2.036731522	-0.184919335
0.859318405	KRR1	0.913247686	0.17815635
0.019968633	MRPL19	22.31579891	-1.536674993
0.163746567	RBFOX2	10.07083335	0.869411337
0.70894023	RBFOX3	2.022094009	0.627541721
0.110231008	TTC3	12.31710078	1.049836393
0.535384269	TOX4	3.592595416	-0.227261477
0.434808408	TOX2	4.715849079	2.731653225
0.023379084	RTFDC1	21.34957731	-1.040117239
0.664480562	PKN3	2.405271232	-0.300428587
0.11266523	RCL1	12.19612516	1.017096685
0.590684494	PNPLA8	3.050625568	0.232636386
0.024518394	CTSB	21.06904477	1.789457066
0.576005927	SNRPA	3.187233237	0.286692497
0.993183509	SNRPB2	0.037454725	-0.002718825
0.107371795	KIAA2013	12.47250075	-1.402692549
0.001859814	MYO7A	37.97825766	2.116251963
0.69282151	MYO7B	2.161266018	0.732656445
0.089814144	PLA2G12B	13.5009219	-1.01606394
0.181567326	PLA2G12B	9.512976918	-1.008897886
0.002017978	MID1IP1	37.36656353	-3.077492378
0.03968819	SPTLC2	18.21335102	1.447201826
0.108196778	ATP13A3	12.4293946	-0.928319782
0.000246776	RDH10	54.47961822	-5.159722674
0.010645033	CPEB4	26.2604613	-1.335484523
0.008158161	CPEB2	28.04727876	1.810743327
0.023569992	ZRANB2	21.29289454	0.985097434
0.001953205	LATS1	37.56569596	-2.554019493
0.007460865	PIAS4	28.61575691	-1.72276866
0.539516004	TIGAR	3.542649176	-0.335654215
0.01403245	TBC1D22A	24.54075599	1.18606836
0.033146691	SENP3	19.28284722	0.812768059
0.22326694	GDAP2	8.370548329	-0.629371919
0.315017118	P3H3	6.449230642	-0.463538632
0.029217281	BHMT	20.04743769	-1.514170957
0.118736413	BHMT2	11.89219228	-0.924686519
0.090792751	AKR7A2	13.4353709	-1.266552139
0.298177526	PARP12	6.762977841	-0.795211561
0.966884667	BAP1	0.198050653	-0.041156094
0.071701588	RFFL	14.80476306	0.964223096
0.088509468	RAD51D	13.59337554	-0.645134524
0.678917871	CENPB	2.278481621	0.136466242
0.059631632	SNX17	15.86196946	-0.896879362
0.013265829	TP53I3	24.91336683	1.807618177
0.776780455	UBE2K	1.512661554	0.144917763
0.064141487	COL6A1	15.43980163	-1.150234054
0.013930761	HAUS7	24.58162574	-1.943843352
0.90037044	TRAPPC10	0.640049516	0.083001613
0.014194907	NR2C1	24.4553632	1.581303001
0.951209108	SPC24	0.30207271	-0.030627338
0.217460242	PUS3	8.512401742	0.671114541
0.267388056	ANKRD27	7.373556669	-0.569993508
0.016127948	HPRT1	23.65730632	-1.197001833
0.021759718	CASP4	21.79635174	-1.465306359
0.360574138	PRKCZ	5.72432297	-0.509879771
0.040097927	1-Mar	18.14538742	-0.879462769
0.806507886	2-Mar	1.295008903	0.109399352
0.369252659	ADO	5.595551358	-0.509587348
0.008315571	EDF1	27.90373227	-1.735802787
0.376121505	TPP1	5.496363811	-1.14013668
0.006402294	MUC13	29.61411025	-1.519829931
0.001926292	KLHL22	37.65193355	-2.44547436
0.618218001	MBD1	2.807302953	-0.265101037
0.031403041	RBM42	19.59768469	-1.239999739
0.197700453	DUSP3	9.049185654	-1.132828163
0.705988726	COPS7A	2.048397299	0.171251704
0.004531828	ISYNA1	31.87626172	1.678071712
0.038204663	RNASET2	18.44033067	-1.480158903
0.156862755	TRMU	10.31769918	-0.509168564
0.197114267	MST1	9.065772583	0.420964588
0.088103335	CCDC174	13.61727006	1.075679535
0.014320748	LGALS2	24.40228741	-1.687885261
0.835240358	FBXO28	1.094445545	-0.106760848
0.108455968	RAB34	12.41314437	0.637420801
0.023453899	AMBRA1	21.33281123	1.213831943
0.040527183	HADH	18.08902602	-1.487541508
0.991890815	ATXN1L	0.045050632	-0.007057043
0.008019824	MRPL3	28.16149363	-1.420103106
0.989133003	HMG20A	0.060092148	0.005905175
0.13544093	RBCK1	11.14298873	1.431546026
0.002221852	SERPINA5	36.70984695	2.240552479
0.000343501	ELFN1	50.5308896	4.407037608
0.005936362	NUP37	30.08007853	-1.736488592
0.309698174	AP4E1	6.548565779	-0.43957743
0.226394703	RPS15A	8.294714674	-0.713194461
0.008667742	CEBPB	27.62926296	1.630683932
0.115605385	TDP2	12.04894955	-0.859645478
0.730355272	GTF2H1	1.859450199	-0.142882717
0.022660785	MMP15	21.545614	1.795054396
0.108471116	DCP1A	12.41107433	1.079471283
0.047174046	DCP1A	17.20114103	1.36954006
0.128588081	ARFIP2	11.44311633	-1.09618728
0.071517043	ARFIP2	14.82015345	-5.059730251
0.195469205	SMARCB1	9.109281461	-0.805049447
0.036420383	SGTA|SGTA	18.71885404	-1.636500955
0.203350245	FABP5	8.88824917	-0.524127282
0.92975359	TADA3	0.447989427	-0.051969269
0.000133005	ADGRG6	65.45837103	-9.723490457
0.011727849	SRSF7	25.66727105	-1.716384519
0.727389785	SRSF3	1.880613874	-0.196852308
0.002699246	NR2F1	35.35170293	-4.325925658
0.003053444	NR2F2	34.50181022	-3.681198549
0.705721158	TRMT61A	2.052086434	0.185921621
0.011065212	PDLIM2	26.04038433	3.695503832
0.139626246	PAXX	10.97548662	0.619999674
0.050966003	RPP38	16.75649141	-1.049549481
0.040949027	STMN1	18.02457146	-1.012380048
0.228452854	GAMT	8.24623896	-0.891647722
0.478812789	WASF1	4.195309276	0.418930455
0.000140942	ERRFI1	59.98442162	10.69231105
0.539080092	STOM	3.548756546	0.311679053
0.040558865	EIF1	18.07856484	-1.014861564
0.22716365	EIF1B	8.277622174	0.491072601
0.001450241	TEX264	39.70673243	-3.69759421
0.722852433	MTCH1	1.914307389	0.264007122
0.002621973	AADAC	35.55740182	-1.842746474
0.44945608	AADACL2	4.538325991	1.841181935
0.045993033	EXOSC9	17.34042569	-0.920584425
0.638506593	EXOSC9	2.632485616	0.342372248
0.182636233	ALKBH1	9.481596451	0.695604488
0.007231836	HS2ST1	28.81889087	2.365565386
0.00355917	ZFX	33.51199644	2.866341096
0.097051897	TUBGCP5	13.04984225	-1.091067613
0.517223293	AK6	3.77195968	-0.378366391
0.000897374	ARG1	43.09659068	-4.381561284
0.007861627	RAB31	28.29128598	2.280073124
0.002727284	RAB22A	35.28894525	2.015643491
0.776893557	EDEM1	1.50996324	-0.098661614
0.312169902	BAX	6.500853667	-0.481761818
0.108281483	LIAS	12.42453047	-0.575837375
0.00363806	AAMP	33.36451518	-2.256013849
0.93273848	NAA30	0.426432878	-0.036567322
0.000438284	SASS6	48.52727036	-6.301869701
0.025696965	RPS16	20.79124268	-0.897448132
0.275293621	TRAF6	7.213222197	0.67670576
0.12790654	FTSJ1	11.47420706	-1.306988095
0.042365985	FTSJ1	17.81126661	1.118348273
0.013383103	C1orf198	24.85766569	-2.629378399
0.565669914	ZNF346	3.286671232	0.604886725
0.080735586	MRPL4	14.11261669	-1.792871736
0.955105333	OCLN	0.275621063	-0.033593243
0.472337738	MYL6B	4.269564811	0.316122596
0.047429748	MYL6	17.17000123	1.762443545
0.08190712	MYL6	14.03155755	3.32079502
0.177811303	MYL6	9.63378797	2.061350933
0.007369888	ATP8B2	28.71124604	1.547320587
0.912185547	AMDHD2	0.557655704	-0.106991753
0.000897374	UCK2	43.0948142	-5.601019474
0.175419984	UCK1	9.703360406	-0.669669438
0.78314729	ARPC4-TTLL3	1.467060878	0.170294761
0.005683008	ARPC4	30.39582358	-7.820542922
0.858042895	IBA57	0.924093474	0.105500534
0.000859469	HOOK2	43.43363291	5.710820505
0.001760851	PMVK	38.43758342	-2.263235071
0.074945347	PFDN5	14.54019917	-0.980186248
0.180616832	FDXR	9.543710696	0.834819386
0.041044699	MGAT1	18.00772673	-1.522682814
0.01206404	CBFB	25.50287166	1.559142582
0.709033951	CBFB	2.019931149	-0.229615474
0.03945397	MAN2A2	18.2461907	1.5426353
0.002064736	MAEA	37.21176677	-2.333813549
0.000410135	TFAP4	49.10649424	-10.77183482
0.01896196	OBSCN	22.61968085	2.273981109
0.84890989	ESPNL	0.987904767	-0.121365397
0.029794701	MUM1	19.92347907	-1.993020336
0.018035811	SACS	22.94918073	1.409978598
0.167705405	RDH14	9.941200169	-0.678056352
0.010968023	STARD7	26.09709928	-1.863389139
0.908363698	RMDN1	0.583123427	0.054773588
0.252762289	RMDN1	7.687364681	1.435387894
0.700039942	IMPA2	2.100356708	0.161374353
0.000488061	RBP4	47.77109984	-10.76753051
0.014758122	LPCAT1	24.21491847	-2.382530074
0.172630869	PUDP	9.790126049	-0.558329804
0.000847938	AASDHPPT	43.58123262	-2.872374336
0.010311219	FARP2	26.49393636	1.34536137
0.6796658	GCAT	2.271035747	0.262840435
0.832782446	CNST	1.110579278	-0.111442978
0.116675803	LIMK2	11.99388353	0.890197909
0.023528813	LIMK2	21.30786841	3.842409061
0.9782637	PPP1R14B	0.121846297	0.028244053
0.017915357	AMFR	22.98931252	1.263522036
0.355372805	ZBED4	5.79734758	-0.629903066
0.088372899	MIGA1	13.6016497	-0.933851101
0.006924196	NDUFB10	29.10911275	-1.400133166
0.152689433	SUMF2	10.4807861	0.882149297
0.107095051	STX12	12.48633924	-1.343246912
0.739626501	MYORG	1.787880643	0.218003021
0.001184675	RPF2	41.08848897	3.065258417
0.001030203	USP54	42.083757	-3.511861462
0.044945175	USP54	17.48579668	-2.129060681
0.033389553	IFT74	19.24353431	1.862489604
0.904314605	FBXL12	0.612189193	-0.055184131
0.191148694	HIF1AN	9.236194192	0.628789674
0.312953269	EWSR1	6.484243178	0.812351846
0.129043856	TECR	11.42049116	-0.803135651
0.000524925	GTSE1	47.17409481	-5.262422874
0.966143061	HSDL1	0.203868381	0.022965985
0.009130873	SRCIN1	27.28431269	2.940346595
0.00069812	CHFR	45.09981156	3.026520635
0.183096923	KRIT1	9.469400582	-0.51234412
0.600271352	SEC22B	2.962279342	0.365302697
0.039036201	POT1	18.30979621	0.959993974
0.670977291	PMM1	2.351394101	0.26647272
0.009765455	SUCO	26.83098902	2.68071468
0.070679376	BNIP1	14.8975671	-0.717715115
0.151851638	HDHD3	10.5106281	1.052204039
0.410540169	CCNH	5.021118296	0.564250019
0.325332834	CCNH	6.2759546	2.028644466
0.01860555	PIH1D1	22.7446064	-1.334734504
0.081429911	PIH1D1	14.06576898	-1.444110256
0.044219848	MED16	17.58090577	0.98294699
0.909353101	RAB9A	0.576787104	0.050604626
0.145459254	RIPK2	10.75197134	-0.71385703
0.153570475	TRAPPC11	10.44129579	1.225980553
0.002748209	ENDOG	35.2425415	-2.290281611
0.00051513	SPIRE1	47.38502096	4.032301582
0.001715271	BCAT1	38.62623194	-2.841476652
0.032410577	RBM34	19.41204601	0.983272995
0.012203058	ZNF384	25.42111258	1.903953845
0.134414823	ZSCAN12	11.18762945	2.319079652
0.030487003	NFKBIB	19.78988439	-1.175142138
0.004287476	ASAH1	32.22657134	-4.290033305
0.00123992	PIAS1	40.8080896	-2.937083814
0.015718566	PIAS2	23.83188697	-4.087702223
0.013610102	TAF7	24.75144962	1.38890376
0.034934103	NME7	18.97284898	-0.886183695
0.032453335	NEK7	19.40308671	-2.30766091
0.031055669	NEK6	19.66709944	-2.333236715
0.000319836	WDR76	51.36782659	-5.764108922
0.89143475	WDR76	0.697121231	-0.213304812
0.572832196	GLYCTK	3.218202196	-0.278675205
0.009716607	MRPL2	26.86006344	1.45781038
0.006205977	RPL17	29.79986382	1.444944216
0.047346383	RPL17	17.17955581	-2.969236221
0.009569141	SLC39A10	26.98159449	-2.664170617
0.757995231	ADPGK	1.647249102	0.188286007
0.261712245	ZFYVE27	7.498300906	0.752249316
0.007010933	ZFYVE27	29.03109599	4.751362325
0.021427754	TRIM31	21.89893616	1.317076171
0.672469599	KYAT3	2.337162838	0.125354407
0.007191142	KYAT1	28.86049634	-2.083261164
0.264551022	ENOSF1	7.432906308	-0.65515263
0.006205977	KLHL36	29.80340803	3.967851486
0.513819044	SCAP	3.807325064	-0.274133138
0.000711534	SCAP	44.91001756	4.731714978
0.476600059	ALG11	4.221761925	-0.477642152
0.128048759	UBE2I	11.4679904	-0.810040524
0.006166501	FANCG	29.84565243	-4.108532878
0.000619964	SNCAIP	45.8823188	3.985788328
0.730355272	CENPC	1.859733142	-0.128839413
0.656400282	DHODH	2.473651166	-0.217159337
0.216716023	TAF9	8.533271385	-0.404675321
0.139572352	TAF9B	10.97784	-1.226141025
0.42352958	FAM118A	4.852130038	-0.300270605
0.799999549	AUP1	1.341149808	-0.278716861
0.025486322	PTAR1	20.83582021	-1.295829222
0.030440106	PTAR1	19.80227668	11.495923
0.005342321	RGN	30.78629101	1.966937821
0.666735632	DHX32	2.386978161	-0.206748685
0.000154979	B4GAT1	58.94614939	-6.696976568
0.008893261	ARGLU1	27.47900467	2.777804396
0.777893053	NGDN	1.503102235	-0.122062923
0.000812154	KLHL24	43.91314031	7.641189463
0.098448196	ENTPD5	12.96436013	1.112326844
0.022870267	RADX	21.48566053	-1.155552976
0.059654658	RPL18A	15.8594026	-0.696126274
0.300473029	RPE	6.715654023	-0.641213308
0.013920027	COX6B1	24.59209261	-1.656102678
0.848086389	DCUN1D3	0.995008876	0.064319617
0.279499966	MRPS10	7.123866456	-0.760092863
0.56375521	RPP40	3.306689301	0.259236496
0.809953543	EVI5	1.273550044	0.126557199
0.091689032	VGLL4	13.38248288	0.898285068
0.000496518	VGLL4	47.66269217	3.850591053
0.582588425	PYM1	3.126749672	-0.281879901
0.569894549	PYM1	3.247050204	0.252253475
0.000161954	UBE2T	57.72439748	-5.814947385
0.034123156	PAFAH2	19.11110938	1.427488734
0.236835064	ATXN1	8.051214788	-0.72036281
0.343910122	CDK16	5.976486894	0.337272774
0.077738762	CDK17	14.33284556	0.748334577
0.015954422	CDK18	23.71717345	-4.229203882
0.066807201	GSTK1	15.19741695	-0.69298857
0.000519392	NTAN1	47.31160303	9.941093021
0.0005463	COCH	46.90269905	-11.70218517
0.060143859	TRIT1	15.81060181	-1.392757841
0.077457862	ACY3	14.35428378	-0.841949066
0.812939593	JMJD6	1.248328964	-0.104889103
0.387642604	ECSIT	5.332417501	0.455025881
0.0561871	CNOT4	16.19671386	-0.845941756
0.004607632	UBXN6	31.76339693	1.799389528
0.60932003	BLVRA	2.8812423	-0.198602221
0.001907636	SEMA4C	37.73784827	-3.277349352
0.841434111	MYCBP	1.046169275	-0.165243762
0.000772499	CHKA	44.32043165	-4.066110736
0.001545773	MIS18BP1	39.30840113	-3.186705522
0.711975535	RAD17	1.996658481	0.145079642
0.666076561	MEMO1	2.393062548	-0.154188393
0.136269859	CXorf56	11.10899213	-1.145848533
0.000813818	FAM83D	43.89651648	-5.559381837
0.686963271	TRIR	2.209427138	0.201333163
0.207412248	RPLP2	8.782893435	-0.82074051
0.535907186	RPLP1	3.587881686	-0.309364609
0.001789228	TRADD	38.27368068	3.223673807
0.000882777	CCNB1	43.25189996	-5.165392756
0.102584766	RAC1	12.7390958	-0.784821015
0.340751896	RHOG	6.03186899	0.600657635
0.539080092	CDC42	3.549717981	0.262803339
0.666161094	DAGLB	2.39206403	0.16299613
0.589555488	DAGLB	3.063269902	0.963881894
0.965030491	FAM206A	0.211108097	0.018359964
0.768152348	CCS	1.57232536	-0.109666869
0.089690805	LIN9	13.5103675	-1.141342827
0.16065734	LIN9	10.17875247	-3.287669665
0.15126363	TMED8	10.53409506	1.010936572
0.134644188	SP4	11.17778004	1.270103807
0.087916509	HM13	13.63041342	-0.994553604
0.311262474	HM13	6.518586454	1.311780967
0.311667675	HM13	6.510288644	-1.059580612
0.042519163	MRPL24	17.79262097	-1.312861471
0.079676101	EML1	14.19341555	1.206278356
0.000288039	NHLRC3	52.51186473	-4.094915799
0.493636925	NHP2	4.033281962	-0.309169784
0.100014282	GPATCH11	12.87249867	-1.533711116
0.710998027	SYNE3	2.005534345	-0.151910503
0.213908726	GHDC	8.608220825	-0.661843748
0.018053802	RPUSD3	22.93797134	-1.936968951
0.466431994	MLLT1	4.334973564	-0.314751663
0.329409198	PAFAH1B2	6.207024967	0.450931445
0.079778283	LRP10	14.18541984	0.977270332
0.013620987	SRP14	24.74640456	-1.540133046
0.078587618	CCDC91	14.26785347	1.474136183
0.000140942	TK1	61.13155145	-8.263456918
0.031037388	GPSM1	19.6760676	1.40374318
0.87103297	GPSM2	0.83429296	0.211479606
0.001071471	ECD	41.77950036	-3.486438356
0.052837446	SPC25	16.5383322	-2.164119064
0.079924946	MLF2	14.17060026	-1.392625127
0.884118523	SNF8	0.742647665	-0.08629246
0.001063982	USP22	41.84131864	-5.251686204
0.860907956	USP27X	0.904133178	-0.102453122
0.841434111	WDR37	1.046409246	0.112735508
0.109505935	PBX2	12.35450179	-0.796974335
0.718651719	PBX1	1.947889373	-0.32434575
0.960675804	PBX3	0.240549175	0.038055483
0.483910334	NDUFAF1	4.136673084	-0.344818362
0.980208487	DCAF11	0.111663369	-0.01484677
0.256954311	PRMT7	7.599322043	0.560442451
0.115910056	TIPRL	12.03393366	-1.103387248
0.17513225	KRT9	9.715458977	-11.92029196
0.000863397	GGNBP2	43.3906454	-3.996396743
0.012897756	MRPS18B	25.08734494	-2.706200423
0.654495988	DCBLD1	2.488299394	-0.176534688
0.797737262	PSMB2	1.360088954	-0.118444501
0.039029298	PSMB2	18.3136374	-1.914084366
0.627287916	ICE2	2.725361039	-0.443922617
0.52802129	DUS1L	3.665554502	0.278201256
0.271984598	DNAJB2	7.282041041	-0.476342804
0.104340341	DNAJB6	12.64455821	-0.620088006
0.00884953	FAM117B	27.51005777	2.83758544
0.201749481	GLCCI1	8.930502015	-0.464107519
0.000681089	ARAP3	45.27402626	5.037499802
0.782420606	TTC19	1.473643497	0.111499698
0.691231931	TXNDC12	2.175172797	-0.192521157
0.167499898	MTF2	9.948634019	0.618740568
0.441666205	TRA2B	4.633595264	0.271775633
0.813351494	TRA2A	1.245709529	0.205886059
0.017150736	TRIM27	23.24424495	-1.739787419
0.326396305	TRIM39	6.255057274	1.210895206
0.000942104	SCD	42.75099664	-7.086818796
0.032572721	MTX1	19.38052151	-1.340520596
0.16489531	NDUFAF7	10.03596422	-0.758230265
0.020776489	RCOR2	22.08466792	1.767310173
0.048840173	PARVA	17.01127022	1.947165235
0.276753317	PARVB	7.181288096	-0.703657294
0.513893187	C16orf58	3.804786921	0.329969467
0.015551466	CLK3	23.90240144	2.56376774
0.113904144	ANXA1	12.13490946	0.838308602
0.303261801	MCTS1	6.662581341	-0.463641625
0.261968674	IFT88	7.491101366	-0.500749911
0.239705396	PTMA	7.985449821	0.467640791
0.010446348	CSTB	26.40899451	-3.148402442
0.004585702	ASXL1	31.80337033	3.540830093
0.000929598	RPS18	42.83660479	-3.696123318
0.72682997	BTF3L4	1.886129167	-0.292665628
0.210920036	TOR1B	8.688271645	0.633083706
0.150112138	NADSYN1	10.57921877	0.664003444
0.072100587	ASF1A	14.77227877	0.832175121
0.041661073	DPH5	17.91213573	-1.578362188
0.000572069	BICC1	46.49014097	-3.64290653
0.236774585	RSRC2	8.052935219	0.514698791
0.000288039	MCM10	52.8116857	-5.287185143
0.911944461	AMT	0.559205223	-0.049148593
0.079778283	CDK6	14.18606228	-0.935064644
0.385006743	GNPNAT1	5.370767366	0.42065193
0.736610097	RPL7L1	1.810738439	0.241676816
0.087212412	SPG21	13.68422064	-0.6882538
0.892347661	RPA3	0.69066644	0.101382135
0.186201331	AUH	9.37947851	-0.511233302
